"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"522","OROMIYA","Adaba","July","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","11.00",NA,NA,NA,"9.27","6.87","-","5.47","-"
"523","OROMIYA","Robe","July","2016","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.57","7.60","-","5.68","-"
"524","OROMIYA","Hagere- Mariam ","July","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"11.36","-",NA,NA,NA,"10.66","-","-","6.18","8.58"
"525","OROMIYA","Negele- Borena ","July","2016","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.53","6.88","5.00","-"
"526","OROMIYA","Adama","June","2017","39.26941988","8.535362997","4.55","10.49","9.49","20.00","18.97","27.50","13.00","-","60.00","15.00","40.00",NA,NA,NA,NA,NA
"527","OROMIYA","Shashe- mene ","June","2017","38.608142","7.205388","4.61","11.00","10.00","9.50","25.00","30.00","15.00","-","40.00","15.00","75.00",NA,NA,NA,NA,NA
"528","OROMIYA","Diksise","June","2017","39.55824","8.059179","7.14","9.77","9.14","9.20","9.64","32.00","-","-","-","-","-",NA,NA,NA,NA,NA
"529","OROMIYA","Asella","June","2017","39.12972322","7.949589951","4.55","8.50","-","-","-","28.46","12.00","-","33.47","16.11","39.61",NA,NA,NA,NA,NA
"530","OROMIYA","Asebe- Teferi ","June","2017","40.86319806","9.072493603","6.94","12.49","-","11.00","-","26.98","-","-","40.00","-","-",NA,NA,NA,NA,NA
"531","OROMIYA","Bedessa","June","2017","40.77378712","8.902011546","6.25","13.00","-","8.00","-","27.50","-","-","40.00","-","-",NA,NA,NA,NA,NA
"532","OROMIYA","Haromaya","June","2017","42.01641123","9.379383214","5.69","14.00","-","10.49","-","26.50","-","-","-","-","-",NA,NA,NA,NA,NA
"533","OROMIYA","Boreda","June","2017","41.278686","9.331067","4.93","-","-","12.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"534","OROMIYA","Adaba","June","2017","39.3890878","7.004454253","5.13","8.68","7.45","-","11.73","30.32","-","11.00","-","-","-",NA,NA,NA,NA,NA
"535","OROMIYA","Robe","June","2017","39.631104","7.860619","6.36","10.00","8.96","-","14.65","30.00","-","-","-","-","-",NA,NA,NA,NA,NA
"536","OROMIYA","Hagere- Mariam ","June","2017","38.23373735","5.63380625","5.19","10.49","-","-","22.00","25.00","11.19","-","-","16.67","-",NA,NA,NA,NA,NA
"537","OROMIYA","Negele- Borena ","June","2017","39.577385","5.33699","5.00","10.00","9.00","8.00","15.39","35.00","-","-","-","-","-",NA,NA,NA,NA,NA
"538","OROMIYA","Nazareth","March","2017","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"12.66","-",NA,NA,NA,"9.16","8.49","10.66","4.55","14.00"
"539","OROMIYA","Shashe-","March","2017","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"8.83","8.00","7.33","4.53","19.00"
"540","OROMIYA","Diksise","March","2017","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.36","6.87","6.87","7.78","-"
"541","OROMIYA","Asella","March","2017","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"10.00","-",NA,NA,NA,"7.50","-","-","4.55","15.79"
"542","OROMIYA","Asebe- Teferi ","March","2017","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","-","11.00","6.65","-"
"543","OROMIYA","Bedessa","March","2017","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.49","-","7.00","5.47","-"
"544","OROMIYA","Alemaya","March","2017","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","10.49","5.73","-"
"545","OROMIYA","Boreda","March","2017","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","11.66","4.74","-"
"546","OROMIYA","Adaba","March","2017","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","11.00",NA,NA,NA,"8.85","6.74","-","4.89","-"
"547","OROMIYA","Robe","March","2017","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.97","7.00","-","6.03","-"
"548","OROMIYA","Hagere- Mariam ","March","2017","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"11.70","-",NA,NA,NA,"11.00","-","-","5.53","10.42"
"549","OROMIYA","Negele- Borena ","March","2017","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.25","8.48","6.97","5.00","-"
"550","OROMIYA","Adama","May","2017","39.26941988","8.535362997","4.55","10.49","9.49","20.00","18.97","27.50","13.00","-","60.00","15.00","40.00",NA,NA,NA,NA,NA
"551","OROMIYA","Shashe- mene ","May","2017","38.608142","7.205388","4.61","11.00","10.00","9.50","25.00","30.00","15.00","-","40.00","15.00","75.00",NA,NA,NA,NA,NA
"552","OROMIYA","Diksise","May","2017","39.55824","8.059179","7.14","9.77","9.14","9.20","9.64","32.00","-","-","-","-","-",NA,NA,NA,NA,NA
"553","OROMIYA","Asella","May","2017","39.12972322","7.949589951","4.55","8.50","-","-","-","28.46","12.00","-","33.47","16.11","39.61",NA,NA,NA,NA,NA
"554","OROMIYA","Asebe- Teferi ","May","2017","40.86319806","9.072493603","6.94","12.49","-","11.00","-","26.98","-","-","40.00","-","-",NA,NA,NA,NA,NA
"555","OROMIYA","Bedessa","May","2017","40.77378712","8.902011546","6.25","13.00","-","8.00","-","27.50","-","-","40.00","-","-",NA,NA,NA,NA,NA
"556","OROMIYA","Haromaya","May","2017","42.01641123","9.379383214","5.69","14.00","-","10.49","-","26.50","-","-","-","-","-",NA,NA,NA,NA,NA
"557","OROMIYA","Boreda","May","2017","41.278686","9.331067","4.93","-","-","12.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"558","OROMIYA","Adaba","May","2017","39.3890878","7.004454253","5.13","8.68","7.45","-","11.73","30.32","-","11.00","-","-","-",NA,NA,NA,NA,NA
"559","OROMIYA","Robe","May","2017","39.631104","7.860619","6.36","10.00","8.96","-","14.65","30.00","-","-","-","-","-",NA,NA,NA,NA,NA
"560","OROMIYA","Hagere- Mariam ","May","2017","38.23373735","5.63380625","5.19","10.49","-","-","22.00","25.00","11.19","-","-","16.67","-",NA,NA,NA,NA,NA
"561","OROMIYA","Negele- Borena ","May","2017","39.577385","5.33699","5.00","10.00","9.00","8.00","15.39","35.00","-","-","-","-","-",NA,NA,NA,NA,NA
"562","OROMIYA","Nazareth","November","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"14.66","-",NA,NA,NA,"10.00","10.00","10.00","4.55","13.22"
"563","OROMIYA","Shashe-","November","2016","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"11.00","10.00","9.65","4.53","18.19"
"564","OROMIYA","Diksise","November","2016","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.19","7.36","7.36","7.22","-"
"565","OROMIYA","Asella","November","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"10.00","-",NA,NA,NA,"7.65","-","-","4.55","15.00"
"566","OROMIYA","Asebe- Teferi ","November","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","8.00","7.51","-"
"567","OROMIYA","Bedessa","November","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","6.93","6.59","-"
"568","OROMIYA","Alemaya","November","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","9.32","6.03","-"
"569","OROMIYA","Boreda","November","2016","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","9.32","4.98","-"
"570","OROMIYA","Adaba","November","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","11.00",NA,NA,NA,"7.57","6.71","-","5.36","-"
"571","OROMIYA","Robe","November","2016","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.91","6.70","-","5.93","-"
"572","OROMIYA","Hagere- Mariam ","November","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"11.00","-",NA,NA,NA,"10.00","-","-","5.53","-"
"573","OROMIYA","Negele- Borena ","November","2016","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.07","8.18","7.64","5.00","-"
"574","OROMIYA","Nazareth","October","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"14.33","-",NA,NA,NA,"10.00","10.00","10.00","4.55","13.22"
"575","OROMIYA","Shashe-","October","2016","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"10.83","10.16","9.83","4.53","20.01"
"576","OROMIYA","Diksise","October","2016","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.16","7.33","7.36","6.26","-"
"577","OROMIYA","Asella","October","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"9.00","-",NA,NA,NA,"8.83","-","-","4.55","18.61"
"578","OROMIYA","Asebe- Teferi ","October","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","7.00","7.02","-"
"579","OROMIYA","Bedessa","October","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","6.00","6.59","-"
"580","OROMIYA","Alemaya","October","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","8.32","6.05","-"
"581","OROMIYA","Boreda","October","2016","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","8.32","4.82","-"
"582","OROMIYA","Adaba","October","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","11.00",NA,NA,NA,"8.08","6.80","-","5.67","-"
"583","OROMIYA","Robe","October","2016","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.96","6.76","-","5.93","-"
"584","OROMIYA","Hagere- Mariam ","October","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"12.00","-",NA,NA,NA,"11.00","-","-","6.00","-"
"585","OROMIYA","Negele- Borena ","October","2016","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.63","7.82","6.88","5.00","-"
"586","OROMIYA","Nazareth","September","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"14.00","-",NA,NA,NA,"10.32","10.00","10.63","4.55","26.55"
"587","OROMIYA","Shashe-","September","2016","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"9.00","-",NA,NA,NA,"7.83","-","-","4.55","18.93"
"588","OROMIYA","Diksise","September","2016","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.13","7.33","7.33","6.26","-"
"589","OROMIYA","Asella","September","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"11.00","10.33","10.00","4.53","19.00"
"590","OROMIYA","Asebe- Teferi ","September","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","7.57","-"
"591","OROMIYA","Bedessa","September","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","7.49","7.68","-"
"592","OROMIYA","Alemaya","September","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.66","-","8.16","6.23","-"
"593","OROMIYA","Boreda","September","2016","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","12.32","4.92","-"
"594","OROMIYA","Adaba","September","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","11.00",NA,NA,NA,"8.70","7.62","-","5.88","-"
"595","OROMIYA","Robe","September","2016","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.45","7.43","-","5.87","-"
"596","OROMIYA","Hagere- Mariam ","September","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"11.32","-",NA,NA,NA,"10.32","-","-","5.39","14.45"
"597","OROMIYA","Negele- Borena ","September","2016","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.89","8.26","6.88","4.38","-"
"598","SNNP","Welikite","April","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"599","SNNP","Butajira","April","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"600","SNNP","Hosahna","April","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"601","SNNP","Shone","April","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"602","SNNP","Doyugena","April","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"603","SNNP","Alaba","April","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"604","SNNP","Awasa","April","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"605","SNNP","Hagere- Selam ","April","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"606","SNNP","Dilla","April","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"607","SNNP","Yirega-¦ chefie ","April","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"608","SNNP","Welikite","June","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"609","SNNP","Butajira","June","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"610","SNNP","Hosahna","June","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"611","SNNP","Shone","June","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"612","SNNP","Doyugena","June","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"613","SNNP","Alaba","June","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"614","SNNP","Awasa","June","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.00",NA,NA,NA,NA,NA
"615","SNNP","Hagere- Selam ","June","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"616","SNNP","Dilla","June","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"617","SNNP","Yirega-¦ chefie ","June","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"618","SNNP","Welikite","May","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"619","SNNP","Butajira","May","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"620","SNNP","Hosahna","May","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"621","SNNP","Shone","May","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"622","SNNP","Doyugena","May","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"623","SNNP","Alaba","May","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"624","SNNP","Awasa","May","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.00",NA,NA,NA,NA,NA
"625","SNNP","Hagere- Selam ","May","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"626","SNNP","Dilla","May","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"627","SNNP","Yirega-¦ chefie ","May","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA
"628","SNNP","Welikite","April","2017","37.77266735","8.27732366","4.00","9.90","-","-","-","28.98","-","-","30.00","22.53",NA,NA,NA,NA,NA,NA
"629","SNNP","Butajira","April","2017","38.42140499","8.173264069","4.20","8.75","-","15.79","-","28.00","-","-","30.98","18.73",NA,NA,NA,NA,NA,NA
"630","SNNP","Hosahna","April","2017","37.84747123","7.538579317","5.25","9.00","-","-","-","-","-","-","38.99","-",NA,NA,NA,NA,NA,NA
"631","SNNP","Shone","April","2017","37.94869425","7.134857075","5.00","11.00","-","-","-","-","-","-","30.00","11.11",NA,NA,NA,NA,NA,NA
"632","SNNP","Doyugena","April","2017","37.78333","7.33333","4.71","7.40","-","-","-","-","-","-","-","10.10",NA,NA,NA,NA,NA,NA
"633","SNNP","Alaba","April","2017","38.086143","7.311546","7.00","8.00","-","-","-","25.50","-","-","30.00","16.14",NA,NA,NA,NA,NA,NA
"634","SNNP","Awasa","April","2017","38.474819","7.058624","5.60","12.49","-","12.49","25.50","27.50","-","-","-","-",NA,NA,NA,NA,NA,NA
"635","SNNP","Hagere- Selam ","April","2017","38.51921184","6.513880636","4.83","11.04","-","-","24.98","-","-","-","-","16.67",NA,NA,NA,NA,NA,NA
"636","SNNP","Dilla","April","2017","38.30745962","6.410516676","4.18","12.00","-","-","25.00","27.50","-","-","-","-",NA,NA,NA,NA,NA,NA
"637","SNNP","Yirega-¦ chefie ","April","2017","38.1988827","6.16095383","3.69","11.00","-","9.00","24.49","26.50","-","-","-","13.00",NA,NA,NA,NA,NA,NA
"638","SNNP","Welikite","August","2016","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.60","-","-","4.35","13.52"
"639","SNNP","Butajira","August","2016","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.83","-","12.83","4.20","12.97"
"640","SNNP","Hosahna","August","2016","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.20","13.64"
"641","SNNP","Shone","August","2016","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","-","3.80","10.57"
"642","SNNP","Doyugena","August","2016","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.50","-","-","6.00","25.38"
"643","SNNP","Alaba","August","2016","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.18","24.04"
"644","SNNP","Awasa","August","2016","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.38","27.64"
"645","SNNP","Hagere- Selam ","August","2016","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.73","-","-","4.68","15.14"
"646","SNNP","Dilla","August","2016","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.83","-","11.75","4.38","-"
"647","SNNP","Yirega-¦ chefie ","August","2016","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.91","12.32"
"648","SNNP","Welikite","December","2016","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.83","-","-","4.20","17.25"
"649","SNNP","Butajira","December","2016","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.37","-","-","4.20","16.91"
"650","SNNP","Hosahna","December","2016","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","4.20","13.33"
"651","SNNP","Shone","December","2016","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.16","-","-","4.20","12.16"
"652","SNNP","Doyugena","December","2016","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.44","-","-","5.68","18.41"
"653","SNNP","Alaba","December","2016","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.00","5.26","13.70"
"654","SNNP","Awasa","December","2016","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.32","-","-","5.38","26.63"
"655","SNNP","Hagere- Selam ","December","2016","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.86","-","-","4.78","15.14"
"656","SNNP","Dilla","December","2016","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","12.00","4.24","-"
"657","SNNP","Yirega-¦ chefie ","December","2016","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","9.49","3.91","12.32"
"658","SNNP","Welikite","February","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.30","-","-","4.67","20.01"
"659","SNNP","Butajira","February","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.30","-","14.10","4.20","17.40"
"660","SNNP","Hosahna","February","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","-","4.20","12.77"
"661","SNNP","Shone","February","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","-","4.20","11.03"
"662","SNNP","Doyugena","February","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.13","-","-","6.00","24.01"
"663","SNNP","Alaba","February","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"12.00","-",NA,NA,NA,"11.00","-","7.50","4.57","12.50"
"664","SNNP","Awasa","February","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","-","5.38","35.30"
"665","SNNP","Hagere- Selam ","February","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.93","-","-","4.89","13.76"
"666","SNNP","Dilla","February","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.48","4.24","-"
"667","SNNP","Yirega-¦ chefie ","February","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.66","-","-","3.91","12.32"
"668","SNNP","Welikite","January","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.93","-","-","4.20","19.01"
"669","SNNP","Butajira","January","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.09","-","14.04","4.20","16.99"
"670","SNNP","Hosahna","January","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","4.20","13.33"
"671","SNNP","Shone","January","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.83","-","-","4.20","10.57"
"672","SNNP","Doyugena","January","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.87","-","-","5.53","14.78"
"673","SNNP","Alaba","January","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","8.00","6.00","19.37"
"674","SNNP","Awasa","January","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","13.00","5.38","26.48"
"675","SNNP","Hagere- Selam ","January","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.57","-","-","4.68","13.76"
"676","SNNP","Dilla","January","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.90","4.38","-"
"677","SNNP","Yirega-¦ chefie ","January","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","-","-","3.91","12.32"
"678","SNNP","Welikite","July","2016","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.30","-","-","4.09","15.65"
"679","SNNP","Butajira","July","2016","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.78","-","-","4.20","12.12"
"680","SNNP","Hosahna","July","2016","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","5.25","13.05"
"681","SNNP","Shone","July","2016","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","-","3.66","10.58"
"682","SNNP","Doyugena","July","2016","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","5.68","28.40"
"683","SNNP","Alaba","July","2016","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","4.89","24.04"
"684","SNNP","Awasa","July","2016","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.38","27.21"
"685","SNNP","Hagere- Selam ","July","2016","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.83","-","-","4.89","15.14"
"686","SNNP","Dilla","July","2016","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.83","-","12.00","4.24","-"
