"","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley White","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Black","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley for Beer","P R I C E   I N    B I R R_Hulled Barley (Temez)","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","01.2.1.1 COFFEE AND TEA_Malt-Barley","01.1.1.2 UNMILLED CEREALS/GRAINS_Hulled Barley (Temez)"
"1","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA",NA
"2","ADDIS","addis ababa","April","2019","38.793806","9.023748","20","17","18.22","19.5","35.5",NA,NA,"43.775",NA
"3","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA",NA
"4","ADDIS","addis ababa","April","2019","38.793806","9.023748","20","17","18.22","19.5","35.5",NA,NA,"43.775",NA
"5","ADDIS","addis ababa","August","2018","38.793806","9.023748","20","20","18.73","20","40",NA,NA,"40.57",NA
"6","ADDIS","addis ababa","December","2018","38.793806","9.023748","19.49","17","18.245","20","39",NA,NA,"45.67",NA
"7","ADDIS","addis ababa","February","2019","38.793806","9.023748","19.485","17.985","18.97","19.485","35",NA,NA,"43.495",NA
"8","ADDIS","addis ababa","January","2019","38.793806","9.023748","19.745","18.745","18.97","20","39",NA,NA,"41.775",NA
"9","ADDIS","addis ababa","July","2018","38.793806","9.023748","20","20","18","20","37.5",NA,NA,"39.025",NA
"10","ADDIS","addis ababa","March","2019","38.793806","9.023748","19.5","17","18.245","18.5","35",NA,NA,"40.67",NA
"11","ADDIS","addis ababa","May","2019","38.793806","9.023748","20","17.7","18.485","20","40",NA,NA,"45.46",NA
"12","ADDIS","addis ababa","November","2018","38.793806","9.023748","19.23","18","18.73","20","35",NA,NA,"36.26",NA
"13","ADDIS","addis ababa","October","2018","38.793806","9.023748","20","17.5","19.23","20","38.495",NA,NA,"48.78",NA
"14","ADDIS","addis ababa","September","2018","38.793806","9.023748","19.23","17.485","18.985","20","40",NA,NA,"50.16",NA
"15","AMHARA","Chuahit","April","2019","39.311961","10.643157","-","12.00","-","-","-","-","-","17.70",NA
"16","AMHARA","Gondar","April","2019","37.46149667","12.59878688","16.25","-","-","-","24.00","-","-","24.00",NA
"17","AMHARA","Esete","April","2019","37.88657423","10.92298692","13.86","14.18","11.54","13.20","19.65","-","-","-",NA
"18","AMHARA","Debre- Tabor ","April","2019","38.00833967","11.84769551","-","12.52","14.56","17.14","22.95","-","-","29.19",NA
"19","AMHARA","Kobo","April","2019","39.63127424","12.16406542","14.09","14.71","-","-","-","-","-","26.37",NA
"20","AMHARA","Weldiya","April","2019","39.6014117","11.82360232","20.62","13.97","13.79","-","18.60","-","-","24.40",NA
"21","AMHARA","Kombolcha","April","2019","39.73724188","11.07807805","19.30","12.83","-","-","-","-","-","-",NA
"22","AMHARA","Dessie","April","2019","39.63548793","11.11703902","17.44","14.13","13.58","-","30.46","-","-","19.80",NA
"23","AMHARA","Shewa- Robit ","April","2019","39.90269733","10.00580856","15.09","-","15.29","17.78","-","-","-","17.41",NA
"24","AMHARA","Debre-¦","April","2019","39.52890047","9.67650294","13.00","12.00","-","15.00","20.36","-","-","34.72",NA
"25","AMHARA","Chuahit","August","2018","39.311961","10.643157","-","12.00","-","-","-","-","-","20.41",NA
"26","AMHARA","Gondar","August","2018","37.46149667","12.59878688","16.25","-","-","-","30.00","-","-","-",NA
"27","AMHARA","Esete","August","2018","37.88657423","10.92298692","14.05","14.14","11.38","13.56","20.54","-","-","-",NA
"28","AMHARA","Debre- Tabor ","August","2018","38.00833967","11.84769551","-","11.54","14.09","13.29","23.35","-","-","22.15",NA
"29","AMHARA","Kobo","August","2018","39.63127424","12.16406542","15.13","-","-","-","-","-","-","31.55",NA
"30","AMHARA","Weldiya","August","2018","39.6014117","11.82360232","14.62","12.87","12.29","-","18.46","-","-","21.76",NA
"31","AMHARA","Kombolcha","August","2018","39.73724188","11.07807805","17.67","13.12","-","-","31.05","-","-","-",NA
"32","AMHARA","Dessie","August","2018","39.63548793","11.11703902","13.63","11.88","12.66","-","18.48","-","-","-",NA
"33","AMHARA","Shewa- Robit ","August","2018","39.90269733","10.00580856","14.55","-","15.19","16.77","33.61","-","-","-",NA
"34","AMHARA","Debre-¦","August","2018","39.52890047","9.67650294","13.00","12.00","-","15.00","-","-","-","31.85",NA
"35","AMHARA","Chuahit","December","2018","39.311961","10.643157","-","-","-","-","-","-","-","17.91",NA
"36","AMHARA","Gondar","December","2018","37.46149667","12.59878688","16.25","-","-","-","30.00","-","-","-",NA
"37","AMHARA","Esete","December","2018","37.88657423","10.92298692","12.94","13.12","-","12.64","21.11","-","-","-",NA
"38","AMHARA","Debre- Tabor ","December","2018","38.00833967","11.84769551","-","14.82","15.42","16.65","20.83","-","-","18.35",NA
"39","AMHARA","Kobo","December","2018","39.63127424","12.16406542","15.27","-","20.12","-","-","-","-","24.29",NA
"40","AMHARA","Weldiya","December","2018","39.6014117","11.82360232","17.82","13.96","13.92","-","18.51","-","-","23.49",NA
"41","AMHARA","Kombolcha","December","2018","39.73724188","11.07807805","15.29","13.48","-","-","-","-","-","-",NA
"42","AMHARA","Dessie","December","2018","39.63548793","11.11703902","12.54","10.95","-","-","30.45","-","-","13.66",NA
"43","AMHARA","Shewa- Robit ","December","2018","39.90269733","10.00580856","15.19","15.89","16.17","16.77","-","-","-","17.41",NA
"44","AMHARA","Debre-¦","December","2018","39.52890047","9.67650294","12.75","12.00","-","14.75","14.46","-","-","-",NA
"45","AMHARA","Chuahit","February","2019","39.311961","10.643157","-","-","10.00","-","-","-","-","-",NA
"46","AMHARA","Gondar","February","2019","37.46149667","12.59878688","16.00","-","-","-","30.00","-","-","-",NA
"47","AMHARA","Esete","February","2019","37.88657423","10.92298692","13.11","13.14","10.97","15.29","21.84","-","-","-",NA
"48","AMHARA","Debre- Tabor ","February","2019","38.00833967","11.84769551","-","9.19","9.34","17.30","21.67","-","-","19.34",NA
"49","AMHARA","Kobo","February","2019","39.63127424","12.16406542","13.62","-","-","-","-","-","-","23.86",NA
"50","AMHARA","Weldiya","February","2019","39.6014117","11.82360232","17.85","13.94","13.32","-","21.37","-","-","23.82",NA
"51","AMHARA","Kombolcha","February","2019","39.73724188","11.07807805","16.73","12.38","-","-","40.68","-","-","-",NA
"52","AMHARA","Dessie","February","2019","39.63548793","11.11703902","16.61","13.35","13.60","-","29.63","-","-","-",NA
"53","AMHARA","Shewa- Robit ","February","2019","39.90269733","10.00580856","15.29","-","15.49","17.50","-","-","-","-",NA
"54","AMHARA","Debre-¦","February","2019","39.52890047","9.67650294","12.00","10.00","-","14.00","18.01","-","-","33.44",NA
"55","AMHARA","Chuahit","January","2019","39.311961","10.643157","-","8.00","-","-","-","-","-","17.78",NA
"56","AMHARA","Gondar","January","2019","37.46149667","12.59878688","16.50","-","-","-","23.49","-","-","-",NA
"57","AMHARA","Esete","January","2019","37.88657423","10.92298692","12.66","12.89","9.35","11.81","20.25","-","-","-",NA
"58","AMHARA","Debre- Tabor ","January","2019","38.00833967","11.84769551","-","15.46","16.45","17.68","25.66","-","-","28.13",NA
"59","AMHARA","Kobo","January","2019","39.63127424","12.16406542","15.22","-","-","-","-","-","-","23.08",NA
"60","AMHARA","Weldiya","January","2019","39.6014117","11.82360232","17.85","13.99","13.95","-","23.40","-","-","23.92",NA
"61","AMHARA","Kombolcha","January","2019","39.73724188","11.07807805","15.26","12.34","-","-","37.21","-","-","-",NA
"62","AMHARA","Dessie","January","2019","39.63548793","11.11703902","15.61","12.83","13.44","-","29.67","-","-","-",NA
"63","AMHARA","Shewa- Robit ","January","2019","39.90269733","10.00580856","15.38","-","15.84","17.61","-","-","-","-",NA
"64","AMHARA","Debre-¦","January","2019","39.52890047","9.67650294","13.00","12.00","-","15.00","20.23","-","-","32.68",NA
"65","AMHARA","Chuahit","July","2018","39.311961","10.643157","-","13.00","-","-","-","-","-","20.89",NA
"66","AMHARA","Gondar","July","2018","37.46149667","12.59878688","16.49","-","-","-","30.00","-","-","-",NA
"67","AMHARA","Esete","July","2018","37.88657423","10.92298692","11.77","12.29","11.97","12.69","20.24","-","-","-",NA
"68","AMHARA","Debre- Tabor ","July","2018","38.00833967","11.84769551","-","13.56","11.64","12.91","27.36","-","-","16.31",NA
"69","AMHARA","Kobo","July","2018","39.63127424","12.16406542","13.52","12.00","-","-","-","-","-","24.49",NA
"70","AMHARA","Weldiya","July","2018","39.6014117","11.82360232","13.85","13.42","12.57","-","19.36","-","-","21.76",NA
"71","AMHARA","Kombolcha","July","2018","39.73724188","11.07807805","14.43","13.04","-","-","31.15","-","-","-",NA
"72","AMHARA","Dessie","July","2018","39.63548793","11.11703902","12.99","-","12.38","-","17.52","-","-","13.93",NA
"73","AMHARA","Shewa- Robit ","July","2018","39.90269733","10.00580856","15.39","-","15.40","17.42","33.61","-","-","14.82",NA
"74","AMHARA","Debre-¦","July","2018","39.52890047","9.67650294","12.00","12.00","-","15.00","20.33","-","-","32.06",NA
"75","AMHARA","Chuahit","March","2019","39.311961","10.643157","-","11.00","-","-","-","-","-","21.47",NA
"76","AMHARA","Gondar","March","2019","37.46149667","12.59878688","16.00","-","-","-","25.00","-","-","-",NA
"77","AMHARA","Esete","March","2019","37.88657423","10.92298692","15.06","14.64","12.53","14.04","21.18","-","-","-",NA
"78","AMHARA","Debre- Tabor ","March","2019","38.00833967","11.84769551","16.06","11.67","11.17","17.63","22.47","-","-","24.05",NA
"79","AMHARA","Kobo","March","2019","39.63127424","12.16406542","14.36","-","-","-","-","-","-","24.41",NA
"80","AMHARA","Weldiya","March","2019","39.6014117","11.82360232","16.96","13.46","13.39","-","-","-","-","24.69",NA
"81","AMHARA","Kombolcha","March","2019","39.73724188","11.07807805","17.08","12.50","-","-","38.71","-","-","-",NA
"82","AMHARA","Dessie","March","2019","39.63548793","11.11703902","17.16","13.71","13.42","-","29.59","-","-","-",NA
"83","AMHARA","Shewa- Robit ","March","2019","39.90269733","10.00580856","15.43","-","15.33","17.55","-","-","-","17.41",NA
"84","AMHARA","Debre-¦","March","2019","39.52890047","9.67650294","12.75","11.00","-","14.75","18.01","-","-","32.47",NA
"85","AMHARA","Chuahit","May","2019","39.311961","10.643157","-","13.00","-","-","-","-","-","22.13",NA
"86","AMHARA","Gondar","May","2019","37.46149667","12.59878688","16.75","-","-","-","24.00","-","-","-",NA
"87","AMHARA","Esete","May","2019","37.88657423","10.92298692","15.34","15.09","12.70","15.83","20.53","-","-","-",NA
"88","AMHARA","Debre- Tabor ","May","2019","38.00833967","11.84769551","-","12.68","14.26","17.45","24.16","-","-","25.41",NA
"89","AMHARA","Kobo","May","2019","39.63127424","12.16406542","17.98","-","-","-","-","-","-","31.45",NA
"90","AMHARA","Weldiya","May","2019","39.6014117","11.82360232","-","-","-","-","26.03","-","-","-",NA
"91","AMHARA","Kombolcha","May","2019","39.73724188","11.07807805","19.85","14.54","-","-","-","-","-","-",NA
"92","AMHARA","Dessie","May","2019","39.63548793","11.11703902","18.58","14.50","13.56","-","31.62","-","-","33.81",NA
"93","AMHARA","Shewa- Robit ","May","2019","39.90269733","10.00580856","15.49","-","15.74","19.76","-","-","-","16.67",NA
"94","AMHARA","Debre-¦","May","2019","39.52890047","9.67650294","13.00","12.25","-","15.00","-","-","-","32.26",NA
"95","AMHARA","Chuahit","November","2018","39.311961","10.643157","-","-","-","-","-","-","-","20.37",NA
"96","AMHARA","Gondar","November","2018","37.46149667","12.59878688","16.25","-","-","-","30.00","-","-","-",NA
"97","AMHARA","Esete","November","2018","37.88657423","10.92298692","13.27","13.06","10.80","13.31","20.86","-","-","16.99",NA
"98","AMHARA","Debre- Tabor ","November","2018","38.00833967","11.84769551","-","15.00","15.51","14.79","21.63","-","-","23.78",NA
"99","AMHARA","Kobo","November","2018","39.63127424","12.16406542","15.13","-","18.62","-","-","-","-","22.10",NA
"100","AMHARA","Weldiya","November","2018","39.6014117","11.82360232","14.31","13.68","13.40","-","21.80","-","-","25.13",NA
"101","AMHARA","Kombolcha","November","2018","39.73724188","11.07807805","14.96","12.61","-","-","37.92","-","-","-",NA
"102","AMHARA","Dessie","November","2018","39.63548793","11.11703902","12.69","11.31","10.64","-","30.02","-","-","13.48",NA
"103","AMHARA","Shewa- Robit ","November","2018","39.90269733","10.00580856","14.59","-","15.00","16.29","32.62","-","-","-",NA
"104","AMHARA","Debre-¦","November","2018","39.52890047","9.67650294","13.00","12.00","-","15.00","-","-","-","33.33",NA
"105","AMHARA","Chuahit","October","2018","39.311961","10.643157","-","-","-","-","-","-","-","19.12",NA
"106","AMHARA","Gondar","October","2018","37.46149667","12.59878688","16.00","-","-","-","30.00","-","-","-",NA
"107","AMHARA","Esete","October","2018","37.88657423","10.92298692","14.56","14.72","12.15","13.69","22.44","-","-","-",NA
"108","AMHARA","Debre- Tabor ","October","2018","38.00833967","11.84769551","16.30","12.59","13.36","16.10","24.34","-","-","26.34",NA
"109","AMHARA","Kobo","October","2018","39.63127424","12.16406542","14.90","-","-","-","-","-","-","22.50",NA
"110","AMHARA","Weldiya","October","2018","39.6014117","11.82360232","15.98","13.79","14.31","-","18.64","-","-","24.76",NA
"111","AMHARA","Kombolcha","October","2018","39.73724188","11.07807805","12.23","12.51","12.91","-","32.16","-","-","-",NA
"112","AMHARA","Dessie","October","2018","39.63548793","11.11703902","12.57","11.14","10.07","-","25.62","-","-","13.30",NA
"113","AMHARA","Shewa- Robit ","October","2018","39.90269733","10.00580856","15.10","-","15.44","16.87","-","-","-","16.01",NA
"114","AMHARA","Debre-¦","October","2018","39.52890047","9.67650294","13.00","12.00","-","14.49","-","-","-","-",NA
"115","AMHARA","Chuahit","September","2018","39.311961","10.643157","-","11.25","-","-","-","-","-","20.29",NA
"116","AMHARA","Gondar","September","2018","37.46149667","12.59878688","16.25","-","-","-","30.00","-","-","-",NA
"117","AMHARA","Esete","September","2018","37.88657423","10.92298692","12.81","12.80","11.14","13.32","21.40","-","-","16.58",NA
"118","AMHARA","Debre- Tabor ","September","2018","38.00833967","11.84769551","-","12.99","13.30","15.99","23.02","-","-","15.76",NA
"119","AMHARA","Kobo","September","2018","39.63127424","12.16406542","16.14","-","-","-","-","-","-","24.35",NA
"120","AMHARA","Weldiya","September","2018","39.6014117","11.82360232","15.70","13.87","13.00","-","18.75","-","-","29.86",NA
"121","AMHARA","Kombolcha","September","2018","39.73724188","11.07807805","17.68","12.71","-","-","-","-","-","-",NA
"122","AMHARA","Dessie","September","2018","39.63548793","11.11703902","11.91","12.33","-","-","26.62","-","-","-",NA
"123","AMHARA","Shewa- Robit ","September","2018","39.90269733","10.00580856","15.09","-","15.00","16.23","32.00","-","-","15.38",NA
"124","AMHARA","Debre-¦","September","2018","39.52890047","9.67650294","13.00","12.00","-","15.00","-","-","-","-",NA
"125","AMHARa","Mota","April","2019","37.8807432","11.07475582","-","-","-","-","27.70","-","-","-",NA
"126","AMHARa","Debre- markos ","April","2019","37.72636868","10.33641293","15.76","-","-","-","-","-","-","-",NA
"127","AMHARa","Dembecha","April","2019","37.48251554","10.56669266","20.98","-","-","-","-","-","-","-",NA
"128","AMHARa","Bahir- Dar ","April","2019","37.3815488","11.58416449","17.00","-","16.49","-","34.50","-","-","25.00",NA
"129","AMHARa","Sekota","April","2019","39.03355257","12.62479803","13.79","13.33","-","-","-","-","-","28.85",NA
"130","AMHARa","Amde Work ","April","2019","38.85815043","12.45920199","17.77","17.59","-","-","-","-","-","-",NA
"131","AMHARa","Danigla","April","2019","36.83153176","11.25223153","19.54","-","-","-","-","-","-","16.01",NA
"132","AMHARa","Chagni","April","2019","36.50793596","10.95196565","17.00","-","13.00","-","-","-","-","12.50",NA
"133","AMHARa","Kemise","April","2019","39.85696873","10.71374234","19.15","15.69","17.90","-","-","-","-","33.33",NA
"134","AMHARa","Bati","April","2019","40.0181327","11.19153266","16.47","-","-","-","-","45.00","-","-",NA
"135","AMHARa","Mota","August","2018","37.8807432","11.07475582","-","-","-","-","29.42","-","-","-",NA
"136","AMHARa","Debre- markos ","August","2018","37.72636868","10.33641293","14.52","-","-","16.66","20.07","-","-","-",NA
"137","AMHARa","Dembecha","August","2018","37.48251554","10.56669266","20.00","-","-","-","-","-","-","-",NA
"138","AMHARa","Bahir- Dar ","August","2018","37.3815488","11.58416449","18.97","-","15.49","-","32.50","-","-","25.00",NA
"139","AMHARa","Sekota","August","2018","39.03355257","12.62479803","14.55","14.86","14.95","-","-","-","-","-",NA
"140","AMHARa","Amde Work ","August","2018","38.85815043","12.45920199","18.92","21.43","-","-","-","-","-","-",NA
"141","AMHARa","Danigla","August","2018","36.83153176","11.25223153","19.54","-","-","-","-","-","-","20.00",NA
"142","AMHARa","Chagni","August","2018","36.50793596","10.95196565","15.00","-","14.00","-","-","-","-","-",NA
"143","AMHARa","Kemise","August","2018","39.85696873","10.71374234","14.98","13.75","16.46","-","-","-","-","41.67",NA
"144","AMHARa","Bati","August","2018","40.0181327","11.19153266","15.34","-","-","-","-","40.00","-","-",NA
"145","AMHARa","Mota","December","2018","37.8807432","11.07475582","-","-","-","-","25.00","-","-","-",NA
"146","AMHARa","Debre- markos ","December","2018","37.72636868","10.33641293","16.53","-","-","-","-","-","-","-",NA
"147","AMHARa","Dembecha","December","2018","37.48251554","10.56669266","20.98","-","-","-","-","-","-","-",NA
"148","AMHARa","Bahir- Dar ","December","2018","37.3815488","11.58416449","16.00","-","13.00","-","-","-","-","22.00",NA
"149","AMHARa","Sekota","December","2018","39.03355257","12.62479803","11.95","11.13","-","-","-","-","-","20.87",NA
"150","AMHARa","Amde Work ","December","2018","38.85815043","12.45920199","15.29","-","-","-","-","-","-","-",NA
"151","AMHARa","Danigla","December","2018","36.83153176","11.25223153","19.84","-","-","-","-","-","-","17.41",NA
"152","AMHARa","Chagni","December","2018","36.50793596","10.95196565","16.00","-","15.00","-","-","-","-","-",NA
"153","AMHARa","Kemise","December","2018","39.85696873","10.71374234","15.78","13.86","16.43","-","-","-","-","-",NA
"154","AMHARa","Bati","December","2018","40.0181327","11.19153266","16.91","-","-","-","-","-","-","-",NA
"155","AMHARa","Mota","February","2019","37.8807432","11.07475582","-","-","-","-","28.13","-","-","-",NA
"156","AMHARa","Debre- markos ","February","2019","37.72636868","10.33641293","16.09","-","-","-","-","-","-","-",NA
"157","AMHARa","Dembecha","February","2019","37.48251554","10.56669266","21.49","-","-","-","-","-","-","-",NA
"158","AMHARa","Bahir- Dar ","February","2019","37.3815488","11.58416449","17.49","-","14.49","-","31.46","-","-","25.00",NA
"159","AMHARa","Sekota","February","2019","39.03355257","12.62479803","12.65","12.52","-","-","-","-","-","25.09",NA
"160","AMHARa","Amde Work ","February","2019","38.85815043","12.45920199","17.92","-","-","-","-","-","-","-",NA
"161","AMHARa","Danigla","February","2019","36.83153176","11.25223153","19.54","-","-","-","-","-","-","-",NA
"162","AMHARa","Chagni","February","2019","36.50793596","10.95196565","16.00","-","13.00","-","-","-","-","-",NA
"163","AMHARa","Kemise","February","2019","39.85696873","10.71374234","15.41","15.69","16.16","-","-","-","-","31.85",NA
"164","AMHARa","Bati","February","2019","40.0181327","11.19153266","16.83","-","-","-","-","42.43","-","-",NA
"165","AMHARa","Mota","January","2019","37.8807432","11.07475582","-","-","-","-","21.88","-","-","-",NA
"166","AMHARa","Debre- markos ","January","2019","37.72636868","10.33641293","15.44","-","-","-","-","-","-","-",NA
"167","AMHARa","Dembecha","January","2019","37.48251554","10.56669266","20.00","-","-","-","-","-","-","-",NA
"168","AMHARa","Bahir- Dar ","January","2019","37.3815488","11.58416449","17.00","-","13.49","-","33.50","-","-","25.00",NA
"169","AMHARa","Sekota","January","2019","39.03355257","12.62479803","15.01","12.27","12.43","-","-","-","-","27.19",NA
"170","AMHARa","Amde Work ","January","2019","38.85815043","12.45920199","15.12","-","-","-","-","-","-","-",NA
"171","AMHARa","Danigla","January","2019","36.83153176","11.25223153","19.69","-","-","-","-","-","-","-",NA
"172","AMHARa","Chagni","January","2019","36.50793596","10.95196565","16.00","-","15.00","-","-","-","-","-",NA
"173","AMHARa","Kemise","January","2019","39.85696873","10.71374234","16.14","13.82","-","-","-","-","-","31.75",NA
"174","AMHARa","Bati","January","2019","40.0181327","11.19153266","16.91","-","-","-","-","-","-","-",NA
"175","AMHARa","Mota","July","2018","37.8807432","11.07475582","-","-","-","-","25.00","-","-","-",NA
"176","AMHARa","Debre- markos ","July","2018","37.72636868","10.33641293","15.28","-","-","15.64","20.95","-","-","-",NA
"177","AMHARa","Dembecha","July","2018","37.48251554","10.56669266","20.98","-","-","-","-","-","-","-",NA
"178","AMHARa","Bahir- Dar ","July","2018","37.3815488","11.58416449","20.00","-","16.49","-","30.98","-","-","25.00",NA
"179","AMHARa","Sekota","July","2018","39.03355257","12.62479803","14.71","14.69","15.07","-","-","-","-","17.60",NA
"180","AMHARa","Amde Work ","July","2018","38.85815043","12.45920199","22.58","-","-","-","-","-","-","-",NA
"181","AMHARa","Danigla","July","2018","36.83153176","11.25223153","19.84","-","-","-","-","-","-","19.07",NA
"182","AMHARa","Chagni","July","2018","36.50793596","10.95196565","15.00","-","13.75","-","-","-","-","-",NA
"183","AMHARa","Kemise","July","2018","39.85696873","10.71374234","16.15","13.47","18.26","-","-","-","-","34.05",NA
"184","AMHARa","Bati","July","2018","40.0181327","11.19153266","16.59","-","-","-","-","-","-","45.07",NA
"185","AMHARa","Mota","March","2019","37.8807432","11.07475582","-","-","-","-","28.13","-","-","-",NA
"186","AMHARa","Debre- markos ","March","2019","37.72636868","10.33641293","15.55","-","-","-","-","-","-","-",NA
"187","AMHARa","Dembecha","March","2019","37.48251554","10.56669266","20.98","-","-","-","-","-","-","-",NA
"188","AMHARa","Bahir- Dar ","March","2019","37.3815488","11.58416449","16.49","-","14.49","-","30.98","-","-","25.00",NA
"189","AMHARa","Sekota","March","2019","39.03355257","12.62479803","12.65","13.66","-","-","-","-","-","24.90",NA
"190","AMHARa","Amde Work ","March","2019","38.85815043","12.45920199","17.82","-","-","-","-","-","-","-",NA
"191","AMHARa","Danigla","March","2019","36.83153176","11.25223153","19.54","-","-","-","-","-","-","17.41",NA
"192","AMHARa","Chagni","March","2019","36.50793596","10.95196565","17.00","-","13.00","-","-","-","-","-",NA
"193","AMHARa","Kemise","March","2019","39.85696873","10.71374234","15.59","15.81","15.87","-","-","-","-","-",NA
"194","AMHARa","Bati","March","2019","40.0181327","11.19153266","16.79","-","-","-","-","45.00","-","-",NA
"195","AMHARa","Mota","May","2019","37.8807432","11.07475582","-","-","-","-","26.67","-","-","-",NA
"196","AMHARa","Debre- markos ","May","2019","37.72636868","10.33641293","14.46","-","-","-","20.52","-","-","-",NA
"197","AMHARa","Dembecha","May","2019","37.48251554","10.56669266","20.00","-","-","-","-","-","-","-",NA
"198","AMHARa","Bahir- Dar ","May","2019","37.3815488","11.58416449","20.00","-","17.49","-","30.98","-","-","25.00",NA
"199","AMHARa","Sekota","May","2019","39.03355257","12.62479803","14.11","13.56","-","-","-","-","-","28.79",NA
"200","AMHARa","Amde Work ","May","2019","38.85815043","12.45920199","17.81","-","-","-","-","-","-","-",NA
"201","AMHARa","Danigla","May","2019","36.83153176","11.25223153","19.54","-","-","-","-","-","-","16.01",NA
"202","AMHARa","Chagni","May","2019","36.50793596","10.95196565","17.00","-","13.00","-","-","-","-","-",NA
"203","AMHARa","Kemise","May","2019","39.85696873","10.71374234","20.00","15.27","17.61","-","-","-","-","30.19",NA
"204","AMHARa","Bati","May","2019","40.0181327","11.19153266","17.39","-","-","-","-","-","-","-",NA
"205","AMHARa","Mota","November","2018","37.8807432","11.07475582","-","-","-","-","25.00","-","-","-",NA
"206","AMHARa","Debre- markos ","November","2018","37.72636868","10.33641293","15.72","-","-","-","-","-","-","-",NA
"207","AMHARa","Dembecha","November","2018","37.48251554","10.56669266","-","-","-","-","-","-","-","-",NA
"208","AMHARa","Bahir- Dar ","November","2018","37.3815488","11.58416449","16.49","-","13.49","-","35.00","-","-","22.00",NA
"209","AMHARa","Sekota","November","2018","39.03355257","12.62479803","-","10.02","-","-","-","-","-","17.73",NA
"210","AMHARa","Amde Work ","November","2018","38.85815043","12.45920199","16.68","-","-","-","-","-","-","-",NA
"211","AMHARa","Danigla","November","2018","36.83153176","11.25223153","-","-","-","-","-","-","-","17.41",NA
"212","AMHARa","Chagni","November","2018","36.50793596","10.95196565","15.00","-","14.75","-","-","-","-","-",NA
"213","AMHARa","Kemise","November","2018","39.85696873","10.71374234","18.06","14.01","-","-","-","-","-","32.56",NA
"214","AMHARa","Bati","November","2018","40.0181327","11.19153266","16.91","-","-","-","-","-","-","33.21",NA
"215","AMHARa","Mota","October","2018","37.8807432","11.07475582","-","-","-","-","26.52","-","-","-",NA
"216","AMHARa","Debre- markos ","October","2018","37.72636868","10.33641293","15.14","-","-","16.28","-","-","-","-",NA
"217","AMHARa","Dembecha","October","2018","37.48251554","10.56669266","20.00","-","-","-","-","-","-","-",NA
"218","AMHARa","Bahir- Dar ","October","2018","37.3815488","11.58416449","16.00","-","12.49","-","33.99","-","-","25.00",NA
"219","AMHARa","Sekota","October","2018","39.03355257","12.62479803","14.05","14.69","15.07","-","-","-","-","17.63",NA
"220","AMHARa","Amde Work ","October","2018","38.85815043","12.45920199","16.79","-","-","-","-","-","-","-",NA
"221","AMHARa","Danigla","October","2018","36.83153176","11.25223153","-","-","-","-","-","-","-","16.01",NA
"222","AMHARa","Chagni","October","2018","36.50793596","10.95196565","15.00","-","14.00","-","-","-","-","-",NA
"223","AMHARa","Kemise","October","2018","39.85696873","10.71374234","16.65","13.27","-","-","-","-","-","-",NA
"224","AMHARa","Bati","October","2018","40.0181327","11.19153266","16.96","-","-","-","-","40.00","-","34.31",NA
"225","AMHARa","Mota","September","2018","37.8807432","11.07475582","-","-","-","-","27.27","-","-","-",NA
"226","AMHARa","Debre- markos ","September","2018","37.72636868","10.33641293","15.70","-","-","16.41","-","-","-","-",NA
"227","AMHARa","Dembecha","September","2018","37.48251554","10.56669266","20.49","-","-","-","-","-","-","-",NA
"228","AMHARa","Bahir- Dar ","September","2018","37.3815488","11.58416449","17.49","-","16.00","-","33.99","-","-","25.00",NA
"229","AMHARa","Sekota","September","2018","39.03355257","12.62479803","14.62","14.95","15.15","-","-","-","-","27.90",NA
"230","AMHARa","Amde Work ","September","2018","38.85815043","12.45920199","22.59","19.93","-","-","-","-","-","-",NA
"231","AMHARa","Danigla","September","2018","36.83153176","11.25223153","21.58","-","-","-","-","-","-","19.07",NA
"232","AMHARa","Chagni","September","2018","36.50793596","10.95196565","15.00","-","14.00","-","-","-","-","-",NA
"233","AMHARa","Kemise","September","2018","39.85696873","10.71374234","16.33","15.72","14.32","-","-","-","-","34.05",NA
"234","AMHARa","Bati","September","2018","40.0181327","11.19153266","14.20","-","-","-","-","-","-","-",NA
"235","GAMBELLA","Gambella","April","2019","34.58547076","8.249396585","20.00","20.00","20.00","-","-","-","-","-",NA
"236","GAMBELLA","Shebo- kire ","April","2019",NA,NA,"19.49","-","18.25","-","-","42.43","-","-",NA
